stratum,pmcid,n_lines,n_chars,title
long,PMC13190168,600,80249,Association between hypertension and risk of respiratory failure and mortality in patients with COVID-19: a retrospective cohort study with predictive model development
long,PMC12221810,526,80255,Genetically determined Alzheimer's disease research advances: The Down Syndrome & Autosomal Dominant Alzheimer's Disease 2024 Conference
long,PMC10857198,317,80385,Dietary Fibre for the Prevention of Post-Pancreatitis Diabetes Mellitus: A Review of the Literature and Future Research Directions
long,PMC5888938,468,80426,Left frontal hub connectivity delays cognitive impairment in autosomal-dominant and sporadic Alzheimer’s disease
long,PMC5316179,543,80536,Formulation of evidence-based messages to promote the use of physical activity to prevent and manage Alzheimer’s disease
long,PMC11561119,430,80724,Multi-trait association analysis reveals shared genetic loci between Alzheimer’s disease and cardiovascular traits
long,PMC5817724,445,81325,KRAS oncogene in non-small cell lung cancer: clinical perspectives on the treatment of an old target
long,PMC10368642,379,81407,Compilation of reported protein changes in the brain in Alzheimer’s disease
long,PMC10564759,400,81900,Proteomics of CKD progression in the chronic renal insufficiency cohort
long,PMC10426223,455,82020,"Cathepsin B abundance, activity and microglial localisation in Alzheimer’s disease-Down syndrome and early onset Alzheimer’s disease; the role of elevated cystatin B"
long,PMC11241132,359,82108,Resistance Exercise Training as a New Trend in Alzheimer’s Disease Research: From Molecular Mechanisms to Prevention
long,PMC8215706,292,82162,Fractalkine (CX3CL1) and Its Receptor CX3CR1: A Promising Therapeutic Target in Chronic Kidney Disease?
long,PMC4422728,368,82432,Characterization of a Novel Mouse Model of Alzheimer’s Disease—Amyloid Pathology and Unique β-Amyloid Oligomer Profile
long,PMC13205020,367,82482,Ultra-Processed Foods and Chronic Kidney Disease: Is Inflammaging the Missing Link?
long,PMC8668094,955,82500,Prevalence and predictive risk factors of hypertension in patients hospitalized in Kamenge Military hospital and Kamenge University teaching hospital in 2019: A fixed effect modelling study in Burundi
long,PMC12140463,352,82711,P-glycoprotein and Alzheimer’s Disease: Threats and Opportunities
long,PMC4055488,682,82928,Gene-Wide Analysis Detects Two New Susceptibility Genes for Alzheimer's Disease
long,PMC9821184,390,83338,The Role of the JAK/STAT Signaling Pathway in the Pathogenesis of Alzheimer’s Disease: New Potential Treatment Target
long,PMC4987477,604,83816,Systemic Redox Imbalance in Chronic Kidney Disease: A Systematic Review
long,PMC8646025,587,83939,Managing Severe Dysgeusia and Dysosmia in Lung Cancer Patients: A Systematic Scoping Review
long,PMC4593589,396,85216,"Oral TNFα Modulation Alters Neutrophil Infiltration, Improves Cognition and Diminishes Tau and Amyloid Pathology in the 3xTgAD Mouse Model"
long,PMC13204155,403,85478,MicroRNAs in Pediatric Primary Hypertension: Promising Biomarkers or Context-Dependent Regulators?—A Narrative Review
long,PMC6888331,487,85645,Risk of Cancer for Workers Exposed to Antimony Compounds: A Systematic Review
long,PMC9587068,416,85691,Characterization of microtubule-associated protein tau isoforms and Alzheimer’s disease-like pathology in normal sheep (Ovis aries): relevance to their potential as a model of Alzheimer’s disease
long,PMC12630314,464,85967,The role of renal denervation for the treatment of hypertension in patients with chronic kidney disease: a position paper of the Italian Society of Nephrology
long,PMC11357349,472,86056,Therapeutic Potential of Various Intermittent Fasting Regimens in Alleviating Type 2 Diabetes Mellitus and Prediabetes: A Narrative Review
long,PMC11583597,460,87062,"Brain uptake pharmacokinetics of albiglutide, dulaglutide, tirzepatide, and DA5-CH in the search for new treatments of Alzheimer’s and Parkinson’s diseases"
long,PMC11739250,540,87649,Anti-hypertensive medications and erectile dysfunction: focus on β-blockers
long,PMC9973389,354,87945,"Smoking-associated Downregulation of FILIP1L Enhances Lung Adenocarcinoma Progression Through Mucin Production, Inflammation, and Fibrosis"
long,PMC13481201,487,88157,Chronic obstructive pulmonary disease and diabetes mellitus: a bidirectional meta-analysis of risk and comorbidity burden
long,PMC13361392,341,89067,"Food-Derived Multi-Target Antihypertensive Peptides: Sources, Mechanisms and AI-Driven Strategies"
long,PMC7732055,820,89105,Hospitalizations among adults with chronic kidney disease in the United States: A cohort study
long,PMC9704679,1014,89323,The impact of increasing expenditure on National Essential Public Health Services on the medical costs of hypertension in China: A difference-in-difference analysis
long,PMC9704759,449,89343,Dosing time optimization of antihypertensive medications by including the circadian rhythm in pharmacokinetic-pharmacodynamic models
long,PMC13132715,487,89416,Metabolic syndrome and kidney dysfunction: emerging molecular and cellular mechanisms at the metabolic–renal interface
long,PMC11892870,434,89814,"Kaempferia parviflora extract and its methoxyflavones as potential anti-Alzheimer assessing in vitro, integrated computational approach, and in vivo impact on behaviour in scopolamine-induced amnesic mice"
long,PMC2453232,605,89852,iTRAQ Analysis of Complex Proteome Alterations in 3xTgAD Alzheimer's Mice: Understanding the Interface between Physiology and Disease
long,PMC12820609,399,89971,Collagen XV preserves heart function and protects from pathological remodelling after myocardial infarction
long,PMC4404276,443,90277,Rodent models of neuroinflammation for Alzheimer’s disease
long,PMC6214001,324,90536,The Proposal of Molecular Mechanisms of Weak Organic Acids Intake-Induced Improvement of Insulin Resistance in Diabetes Mellitus via Elevation of Interstitial Fluid pH
long,PMC11012052,428,90686,Iron Metabolism and Inflammatory Mediators in Patients with Renal Dysfunction
long,PMC11483014,444,92037,NIAGADS: A Comprehensive National Data Repository for Alzheimer’s Disease and Related Dementia Genetics and Genomics Research
long,PMC9329413,333,92201,Myeloid leukocytes’ diverse effects on cardiovascular and systemic inflammation in chronic kidney disease
long,PMC12133462,811,92285,Gut-associated metabolites and diabetes pathology: a systematic review
long,PMC7787774,424,92676,Oxidative Storm Induced by Tryptophan Metabolites: Missing Link between Atherosclerosis and Chronic Kidney Disease
long,PMC3664075,483,92985,"The natural history of, and risk factors for, progressive Chronic Kidney Disease (CKD): the Renal Impairment in Secondary care (RIISC) study; rationale and protocol"
long,PMC9376240,445,93110,Circular RNAs in diabetes mellitus and its complications
long,PMC10855633,402,93308,From Acute to Chronic: Unraveling the Pathophysiological Mechanisms of the Progression from Acute Kidney Injury to Acute Kidney Disease to Chronic Kidney Disease
long,PMC5992611,385,93343,A guide to using functional magnetic resonance imaging to study Alzheimer's disease in animal models
long,PMC7954292,808,93578,Troponin elevation pattern and subsequent cardiac and non-cardiac outcomes: Implementing the Fourth Universal Definition of Myocardial Infarction and high-sensitivity troponin at a population level
long,PMC2519786,426,93992,Mechanisms of Hybrid Oligomer Formation in the Pathogenesis of Combined Alzheimer's and Parkinson's Diseases
long,PMC7428638,467,94030,Clinical Potential of Targeting Fibroblast Growth Factor‐23 and αKlotho in the Treatment of Uremic Cardiomyopathy
long,PMC11484852,537,94707,"National trends in type 2 diabetes mellitus stratified by central adiposity using waist-to-height ratio in South Korea, 2005–2022"
long,PMC12280795,452,94762,Diagnosis of Early Alzheimer's Disease: Clinical Practice in 2021
long,PMC10341567,418,96372,Investigation of Potential Drug Targets for Cholesterol Regulation to Treat Alzheimer’s Disease
long,PMC10542192,613,97936,Human umbilical cord mesenchymal stem cells in diabetes mellitus and its complications: applications and research advances
long,PMC10202804,535,98160,Machine learning for diagnosis of myocardial infarction using cardiac troponin concentrations
long,PMC6980611,755,98405,Redefining transcriptional regulation of the APOE gene and its association with Alzheimer’s disease
long,PMC6679484,430,98478,The neuropathological diagnosis of Alzheimer’s disease
long,PMC12238016,510,98520,Chronic kidney disease as a catalyst for cerebral microbleeds: understanding the underlying mechanisms and treatment approaches
long,PMC6801685,410,100238,Impact of Diabetes Mellitus on Bone Health
long,PMC10572926,395,101174,Mitochondria and Oxidative Stress as a Link between Alzheimer’s Disease and Diabetes Mellitus
long,PMC12669179,477,101212,γδ T cells in diabetes mellitus: dual roles and therapeutic implications
long,PMC10151197,423,101497,"Educational attainment, structural brain reserve and Alzheimer’s disease: a Mendelian randomization analysis"
long,PMC11349176,1119,101600,"Perception and coping mechanisms of patients with diabetes mellitus during the COVID-19 pandemic in Ibadan, Nigeria"
long,PMC6203969,515,103156,Identifying associations between diabetes and acute respiratory distress syndrome in patients with acute hypoxemic respiratory failure: an analysis of the LUNG SAFE database
long,PMC6980402,725,105764,Dysregulation of multiple metabolic networks related to brain transmethylation and polyamine pathways in Alzheimer disease: A targeted metabolomic and transcriptomic study
long,PMC11643159,576,106362,Alzheimer’s Disease Sequencing Project Release 4 Whole Genome Sequencing Dataset
long,PMC12057956,1073,108306,Association between hypertension and self-perception of health status: Findings from a decade population-based survey in Spanish adults
long,PMC10815764,474,109235,Focus on Mitochondrial Respiratory Chain: Potential Therapeutic Target for Chronic Renal Failure
long,PMC10965088,944,109627,A deeply supervised adaptable neural network for diagnosis and classification of Alzheimer’s severity using multitask feature extraction
long,PMC12953007,719,110964,Mutations in ammonia transporter RhBG that impair NH3/NH4 + transport in patients with chronic kidney disease
long,PMC11193202,415,112452,"Age, sex and Alzheimer’s disease: a longitudinal study of 3xTg-AD mice reveals sex-specific disease trajectories and inflammatory responses mirrored in postmortem brains from Alzheimer’s patients"
long,PMC5784884,766,114052,Brain and blood metabolite signatures of pathology and progression in Alzheimer disease: A targeted metabolomics study
long,PMC11546175,493,114972,Epigenetic DNA Methylation and Protein Homocysteinylation: Key Players in Hypertensive Renovascular Damage
long,PMC11349294,812,115337,Disentangling the relationship between cancer mortality and COVID-19 in the US
long,PMC8965260,626,115945,Renal biomarkers in cats: A review of the current status in chronic kidney disease
long,PMC11017426,523,117682,Neurological and metabolic related pathophysiologies and treatment of comorbid diabetes with depression
long,PMC12185656,1212,118056,New insights into imaging of pulmonary metastases from extra-thoracic neoplasms
long,PMC8301937,768,118558,The Relationship between Diabetes Mellitus and Gastric Cancer and the Potential Benefits of Metformin: An Extensive Review of the Literature
long,PMC11526289,1025,123998,Use of Telenursing in the conservative treatment of patients with chronic renal insufficiency: scoping review
long,PMC12810801,1163,126612,Quality of life in hypertensive patients using the WHOQOL-BREF instrument in the post-pandemic Bangladesh: A cross-sectional study
long,PMC10532649,1107,134612,Therapeutic Potentials of Microalgae and Their Bioactive Compounds on Diabetes Mellitus
long,PMC13314499,499,136344,SASP-mediated cellular senescence following myocardial infarction: from spatiotemporal immune regulation to therapeutic strategies
long,PMC9831930,614,137539,"Hypertension and cardiomyopathy associated with chronic kidney disease: epidemiology, pathogenesis and treatment considerations"
long,PMC11135165,610,139752,Alcohol Use Disorder and Dementia: A Review
long,PMC10980014,761,141429,An integrative systems-biology approach defines mechanisms of Alzheimer’s disease neurodegeneration
long,PMC13073800,712,142192,Chronic Kidney Disease and Cellular Senescence
long,PMC10341681,616,144069,Therapeutic Candidates for Alzheimer’s Disease: Saponins
long,PMC5709852,1326,155359,Renal association clinical practice guideline on Anaemia of Chronic Kidney Disease
long,PMC11190273,676,164269,Gliovascular transcriptional perturbations in Alzheimer’s disease reveal molecular mechanisms of blood brain barrier dysfunction
long,PMC8074411,1568,165720,Investigation of candidate genes and mechanisms underlying obesity associated type 2 diabetes mellitus using bioinformatics analysis and screening of small drug molecules
long,PMC12585095,2026,182216,"Green synthesis of silver nanoparticles from Brownlowia tersa leaf extract: multifaceted evaluation of antibacterial, antioxidant, cytotoxic, and anti-alzheimer potential"
long,PMC5966768,789,199028,Guidelines for experimental models of myocardial ischemia and infarction
long,PMC11242587,808,211934,Associations between Diabetes Mellitus and Selected Cancers
long,PMC11765393,795,227612,Associations Between Diabetes Mellitus and Neurodegenerative Diseases
long,PMC12316839,1503,434429,Post-myocardial Infarction Cardiac Remodeling: Multidimensional Mechanisms and Clinical Prospects of Stem Cell Therapy
